CODE,DESCRIPTION, CP (BP), CP (GHC) , PRICE ,STOCK AT HAND, STOCK VALUE ,JAN,FEB,MAR,APR,MAY,JUN,JULY,AUG,SEPT,OCT,NOV,DEC,,,,image_url
,PUZZLE FIRE ENGINE 45PCE, £ 1.95 , GHC  39.00 , GHC  130.00 ,1, GHC  130.00 ,,,,,,,,,,,,,0,1,,
,PUZZLE GIANT MUSICAL ALPHABET,, GHC  70.00 , GHC  150.00 ,1, GHC  150.00 ,,,,,,,,,,,,, GHC  -   ,1,,
,PUZZLE MAT LRG,, GHC  159.00 , GHC  250.00 ,1, GHC  250.00 ,,,,,,,,,,,,, GHC  -   ,1,,
,PUZZLE MAT SML,, GHC  129.00 , GHC  200.00 ,1, GHC  200.00 ,,,,,,,,,,,,, GHC  -   ,1,,
,PUZZLE SPARKLE CLIMMER,, GHC  65.00 , GHC  95.00 ,2, GHC  190.00 ,,,,,,,,,,,,, GHC  -   ,2,,
,PUZZLE UNICORN KINGDOM 45PCE, £ 3.50 , GHC  70.00 , GHC  130.00 ,2, GHC  260.00 ,,,,,,,,,,,,,0,2,,
,PUZZLE WOODEN NUMBERS,, GHC  20.00 , GHC  35.00 ,1, GHC  35.00 ,,,,,,,,,,,,, GHC  -   ,1,,
,PUZZULE PRINCESS CARRIAGE,, GHC  65.00 , GHC  120.00 ,1, GHC  120.00 ,,,,,,,,,,,,, GHC  -   ,1,,
,QUEST SANDWICH MAKER 2 SLICE DEEP, £ 14.40 , GHC  288.00 , GHC  400.00 ,2, GHC  800.00 ,,,,,,,,,,,,, GHC  -   ,2,,
,RACING CAR, £ 2.80 , GHC  56.00 , GHC  140.00 ,3, GHC  420.00 ,,,,,,,,,,,,, GHC  -   ,3,,/imgs/shopItems/img_20.png
,RIBB0N BUNDLE GOLD,, GHC  30.00 , GHC  50.00 ,1, GHC  50.00 ,,,,,,,,,,,,, GHC  -   ,1,,
,RIBBON BUNDLE GREEN,, GHC  30.00 , GHC  2.00 ,100, GHC  200.00 ,,,,,,,,,,,,, GHC  -   ,100,,
,RIBBON BUNDLE PURPLE ,, GHC  30.00 , GHC  50.00 ,1, GHC  50.00 ,,,,,,,,,,,,, GHC  -   ,1,,
,RIBBON BUNDLE WHITE/GOLD,, GHC  30.00 , GHC  2.00 ,100, GHC  200.00 ,,,,,,,,,,,,, GHC  -   ,100,,
,RIBBONS ASSORTED,, GHC  25.00 , GHC  50.00 ,2, GHC  100.00 ,,,,,,,,,,,,, GHC  -   ,2,,
,ROSE GOLD NUMBER 4 BALLOON, £ 0.55 , GHC  11.00 , GHC  70.00 ,2, GHC  140.00 ,,,,,,,,,,,,, GHC  -   ,2,,
,ROSE GOLD NUMBER 5 BALLOON, £ 0.55 , GHC  11.00 , GHC  35.00 ,3, GHC  105.00 ,,,,,,,,,,,,, GHC  -   ,3,,
,ROSE GOLD NUMBER 9 BALLOON, £ 0.55 , GHC  11.00 , GHC  35.00 ,1, GHC  35.00 ,,,,,,,,,,,,, GHC  -   ,1,,
,SCHOOL BAG BLK/ RED,, GHC  100.00 , GHC  150.00 ,1, GHC  150.00 ,,,,,,,,,,,,, GHC  -   ,1,,
,SCHOOL BAGS DISNEY,, GHC  180.00 , GHC  300.00 ,5," GHC  1,500.00 ",,,,,,,,,,,,, GHC  -   ,5,,
,SCISSORS,, GHC  15.00 , GHC  30.00 ,5, GHC  150.00 ,,,,,,,,,,,,, GHC  -   ,5,,
,SCISSORS - ZIGZAG,, GHC  10.00 , GHC  20.00 ,0, GHC  -   ,,,,,,,,,,,,, GHC  -   ,0,,
,SCISSORS CANADA, £ 0.60 , GHC  12.00 , GHC  30.00 ,4, GHC  120.00 ,,,,,,,,,,,,, GHC  -   ,4,,
,SERVIETTE ANNOINTED,, GHC  12.00 , GHC  30.00 ,3, GHC  90.00 ,,,,,,,,,,,,, GHC  -   ,3,,
,SERVIETTE SML ,, GHC  15.00 , GHC  35.00 ,4, GHC  140.00 ,,,,,,,,,,,,, GHC  -   ,4,,
,SHARPENER + ERASER COMBO, £ 1.04 , GHC  16.12 , GHC  30.00 ,1, GHC  30.00 ,,,,,,,,,,,,, GHC  -   ,1,,
,SHARPNER (STUDIO DOUBLE), £ 0.70 , GHC  10.85 , GHC  20.00 ,3, GHC  60.00 ,,,,,,,,,,,,, GHC  -   ,3,,
,SIGNATURE SPORT EDT PERFUME DNK,, GHC  76.00 , GHC  150.00 ,1, GHC  150.00 ,,,,,,,,,,,,, GHC  -   ,1,,
27973, SILVINE EXERCISE BOOK ASSTD (9X7) (10PK) (BLUE) , £ 0.26 , GHC  4.03 , GHC  10.00 ,39, GHC  390.00 ,,,,,,,,,,,,, GHC  -   ,39,,
,SILVINE STRIPE NOTE BOOK, £ 1.00 , GHC  21.00 , GHC  35.00 ,0, GHC  -   ,,,,,,,,,,,,, GHC  -   ,0,,
,SIVER NUMBER 9 BALLOON, £ 0.55 , GHC  11.00 , GHC  35.00 ,1, GHC  35.00 ,,,,,,,,,,,,, GHC  -   ,1,,
,SPACE HEROS WITH LIGHT 5PCE, £ 2.85 , GHC  11.40 , GHC  25.00 ,5, GHC  125.00 ,,,,,,,,,,,,, GHC  -   ,5,,/imgs/shopItems/img_17.png
,SPIDERMAN CANADA, £ 7.24 , GHC  145.00 , GHC  250.00 ,2, GHC  500.00 ,,,,,,,,,,,,, GHC  -   ,2,,
,SPIDERMAN LUNCH BAG CANADA, £ 2.80 , GHC  56.00 , GHC  95.00 ,2, GHC  190.00 ,,,,,,,,,,,,, GHC  -   ,2,,
,SPIN AND LEARN, £ 11.84 , GHC  183.52 , GHC  300.00 ,1, GHC  300.00 ,,,,,,,,,,,,, GHC  -   ,1,,
,STATIONERY SET CHINA MALL /MELCOM,, GHC  20.50 , GHC  35.00 ,3, GHC  105.00 ,,,,,,,,,,,,, GHC  -   ,3,,
,STICKER BOOK BY DINO DINOSAURS, £ 1.15 , GHC  24.00 , GHC  55.00 ,6, GHC  330.00 ,,,,,,,,,,,,, GHC  -   ,6,,
,STORAGE BASKET BIG MELCOM,, GHC  40.00 , GHC  60.00 ,0, GHC  -   ,,,,,,,,,,,,, GHC  -   ,0,,
,STORAGE BASKET MELCOM,, GHC  36.50 , GHC  50.00 ,5, GHC  250.00 ,,,,,,,,,,,,, GHC  -   ,5,,
,STORY BOOKS (FLAT/PAPER BACK),, GHC  25.00 , GHC  50.00 ,0, GHC  -   ,,,,,,,,,,,,, GHC  -   ,0,,
,STRAWS COLOURED ANNOINTED,, GHC  7.00 , GHC  20.00 ,3, GHC  60.00 ,,,,,,,,,,,,, GHC  -   ,3,,
,SUPER FIGHTERS 5 UK SML, £ 0.13 , GHC  2.75 , GHC  10.00 ,13, GHC  130.00 ,,,,,,,,,,,,, GHC  -   ,13,,
,SUPREME BATH TOWEL COCOA PK2, £ 9.75 , GHC  195.00 , GHC  180.00 ,2, GHC  360.00 ,,,,,,,,,,,,, GHC  -   ,2,,
,SUPREME BATH TOWEL PURPLE PK2, £ 9.75 , GHC  195.00 , GHC  180.00 ,2, GHC  360.00 ,,,,,,,,,,,,, GHC  -   ,2,,
,SUPREME HAND TOWELS CREAM PK4, £ 9.75 , GHC  195.00 , GHC  85.00 ,4, GHC  340.00 ,,,,,,,,,,,,, GHC  -   ,4,,
,SWIFT HB PENCILS 12PK, £ 0.63 , GHC  12.60 , GHC  35.00 ,18, GHC  630.00 ,,,,,,,,,,,,, GHC  -   ,18,,
,TAKE AND TOSS BABY SPOON SET,, GHC  15.00 , GHC  30.00 ,2, GHC  60.00 ,,,,,,,,,,,,, GHC  -   ,2,,
,TAKE AWAY PACK ANNOINTED,, GHC  29.00 , GHC  43.00 ,5, GHC  215.00 ,,,,,,,,,,,,, GHC  -   ,5,,
,TALLON PARTY CRAZY 5 FACE PAINTS, £ 0.63 , GHC  12.60 , GHC  35.00 ,6, GHC  210.00 ,,,,,,,,,,,,, GHC  -   ,6,,
,TEACHERS NOTEBOOK,, GHC  20.00 , GHC  35.00 ,2, GHC  70.00 ,,,,,,,,,,,,, GHC  -   ,2,,
,TEN SETS OF BOWLS TADI,, GHC  80.00 , GHC  150.00 ,2, GHC  300.00 ,,,,,,,,,,,,, GHC  -   ,2,,
,THANK YOU BAG,, GHC  20.00 , GHC  35.00 ,0, GHC  -   ,,,,,,,,,,,,, GHC  -   ,0,,
,THANK YOU BAG BIG PULLED ANNOINTED,, GHC  39.00 , GHC  55.00 ,5, GHC  275.00 ,,,,,,,,,,,,, GHC  -   ,5,,
,THANK YOU BAG COTTON ANNOINTED,, GHC  1.00 , GHC  3.00 ,100, GHC  300.00 ,,,,,,,,,,,,, GHC  -   ,100,,
130290,THE BOX CREATE JUMBO WAX CRAYONS, £ 0.75 , GHC  11.63 , GHC  30.00 ,6, GHC  180.00 ,,,,,,,,,,,,, GHC  -   ,6,,
,THE BOX EVERYDAY CARRY FOLDER, £ 0.75 , GHC  15.00 , GHC  35.00 ,2, GHC  70.00 ,,,,,,,,,,,,, GHC  -   ,2,,
,THE DONKEY LOCAL,, GHC  15.00 , GHC  25.00 ,0, GHC  -   ,,,,,,,,,,,,, GHC  -   ,0,,
,THE TALE OF THE WIZARD'S WHISPER,, GHC  30.00 , GHC  50.00 ,1, GHC  50.00 ,,,,,,,,,,,,, GHC  -   ,1,,
,THE WIZARD OF OZ,, GHC  25.00 , GHC  45.00 ,1, GHC  45.00 ,,,,,,,,,,,,, GHC  -   ,1,,
,TIARA PK12, £ 4.39 , GHC  7.50 , GHC  35.00 ,12, GHC  420.00 ,,,,,,,,,,,,, GHC  -   ,12,,
,TIARA SET FOIL - HAPPY BIRTHDAY, £ 1.04 , GHC  16.12 , GHC  30.00 ,6, GHC  180.00 ,,,,,,,,,,,,, GHC  -   ,6,,
,TIGER INK & PENCIL ERASERS TUB 25, £ 3.94 , GHC  78.80 , GHC  4.00 ,50, GHC  200.00 ,,,,,,,,,,,,, GHC  -   ,50,,
,TIGER PENCIL ERASERS TUB 30, £ 2.92 , GHC  58.40 , GHC  4.00 ,60, GHC  240.00 ,,,,,,,,,,,,, GHC  -   ,60,,
,TIME TO COOK PLAY SET, £ 6.00 , GHC  93.00 , GHC  130.00 ,1, GHC  130.00 ,,,,,,,,,,,,, GHC  -   ,1,,
,TUMBLER, £ 0.85 , GHC  17.00 , GHC  40.00 ,1, GHC  40.00 ,,,,,,,,,,,,, GHC  -   ,1,,
,TUMBLER BIG CANADA, £ 1.40 , GHC  28.00 , GHC  45.00 ,0, GHC  -   ,,,,,,,,,,,,, GHC  -   ,0,,
,TWIST POPPERS 19.5CM IN COUNTER DISPLAY PK24, £ 21.30 , GHC  426.00 , GHC  30.00 ,24, GHC  720.00 ,,,,,,,,,,,,, GHC  -   ,24,,
,UMBRELLA BANANA,, GHC  130.00 , GHC  150.00 ,3, GHC  450.00 ,,,,,,,,,,,,, GHC  -   ,3,,
,UNIQUE BALLOON HAPPY BIRTHDAY, £ 0.80 , GHC  16.00 , GHC  30.00 ,5, GHC  150.00 ,,,,,,,,,,,,, GHC  -   ,5,,
,UNIQUE BANNER BIRTHDAY BOY, £ 0.80 , GHC  16.00 , GHC  35.00 ,2, GHC  70.00 ,,,,,,,,,,,,, GHC  -   ,2,,
,UNIQUE BANNER HAPPY 1ST BIRTHDAY BLUE, £ 0.80 , GHC  16.00 , GHC  35.00 ,1, GHC  35.00 ,,,,,,,,,,,,, GHC  -   ,1,,
11403,UNIQUE CANDLE FLASHING/HOLDER 6, £ 1.00 , GHC  15.50 , GHC  20.00 ,0, GHC  -   ,,,,,,,,,,,,, GHC  -   ,0,,
73706,UNIQUE RECT TABLECOVER (54X108IN), £ 0.70 , GHC  10.85 , GHC  30.00 ,9, GHC  270.00 ,,,,,,,,,,,,, GHC  -   ,9,,
85702,UNIQUE ROUND TABLE CLOTH (84IN), £ 0.70 , GHC  10.85 , GHC  30.00 ,0, GHC  -   ,,,,,,,,,,,,, GHC  -   ,0,,
USA,V TECH PEPPA PIG FROG LEARN AND DISCOV, £ 20.00 , GHC  310.00 , GHC  400.00 ,1, GHC  400.00 ,,,,,,,,,,,,, GHC  -   ,1,,
,VINYL BABY DOLL WITH BOTTLE (13 INCH), £ 4.25 , GHC  65.88 , GHC  300.00 ,1, GHC  300.00 ,,,,,,,,,,,,, GHC  -   ,1,,
74662,VINYL BABY DOLL WITH CARRY BAG 9INCH, £ 4.10 , GHC  63.55 , GHC  250.00 ,0, GHC  -   ,,,,,,,,,,,,, GHC  -   ,0,,
,VPL ALPINE JAR WITH SPOOK 2000ML, £ 1.10 , GHC  22.00 , GHC  45.00 ,3, GHC  135.00 ,,,,,,,,,,,,, GHC  -   ,3,,
,WATER BOTTLE - CAPTAIN AMERICA METAL,, GHC  20.00 , GHC  45.00 ,2, GHC  90.00 ,,,,,,,,,,,,, GHC  -   ,2,,
,WATER BOTTLE - COOL GEAR (BLUE AND ORANGE),, GHC  23.00 , GHC  45.00 ,0, GHC  -   ,,,,,,,,,,,,, GHC  -   ,0,,
,WATER BOTTLE - PLAIN, £ 1.48 , GHC  22.94 , GHC  45.00 ,6, GHC  270.00 ,,,,,,,,,,,,, GHC  -   ,6,,
,WATER BOTTLE (TAKORADI),, GHC  23.00 , GHC  50.00 ,12, GHC  600.00 ,,,,,,,,,,,,, GHC  -   ,12,,
,WATER BOTTLE CANADA, £ 0.85 , GHC  17.00 , GHC  35.00 ,4, GHC  140.00 ,,,,,,,,,,,,, GHC  -   ,4,,
,WATER BOTTLE MEDIUM (TAKORADI),, GHC  18.00 , GHC  45.00 ,8, GHC  360.00 ,,,,,,,,,,,,, GHC  -   ,8,,
,WATER GAME,, GHC  10.00 , GHC  20.00 ,0, GHC  -   ,,,,,,,,,,,,, GHC  -   ,0,,
,WATER GUN (19 CM),, GHC  10.00 , GHC  20.00 ,7, GHC  140.00 ,,,,,,,,,,,,, GHC  -   ,7,,
,WATER GUN 26CM,, GHC  15.00 , GHC  30.00 ,1, GHC  30.00 ,,,,,,,,,,,,, GHC  -   ,1,,
,WATER GUN 30CM,, GHC  20.00 , GHC  45.00 ,8, GHC  360.00 ,,,,,,,,,,,,, GHC  -   ,8,,
116427,WATER GUN PUMP ACTION (40CM), £ 1.95 , GHC  30.23 , GHC  65.00 ,0, GHC  -   ,,,,,,,,,,,,, GHC  -   ,0,,
,WATER GUN TADI,, GHC  35.00 , GHC  65.00 ,2, GHC  130.00 ,,,,,,,,,,,,, GHC  -   ,2,,
,WHISTLE FUN TOYS,, GHC  1.00 , GHC  3.00 ,0, GHC  -   ,,,,,,,,,,,,, GHC  -   ,0,,
23544,WHISTLES (PARTY Favor), £ 0.30 , GHC  4.65 , GHC  4.00 ,0, GHC  -   ,,,,,,,,,,,,, GHC  -   ,0,,
,WHITE BOARD MAKER,, GHC  1.70 , GHC  3.00 ,8, GHC  24.00 ,,,,,,,,,,,,, GHC  -   ,8,,
,WHITE ERASER CANADA, £ 0.70 , GHC  14.50 , GHC  30.00 ,3, GHC  90.00 ,,,,,,,,,,,,, GHC  -   ,3,,
,WINE BAG OLD,, GHC  8.00 , GHC  15.00 ,6, GHC  90.00 ,,,,,,,,,,,,, GHC  -   ,6,,
,WISHES EDT [PERFUME] DNK,, GHC  76.00 , GHC  150.00 ,2, GHC  300.00 ,,,,,,,,,,,,, GHC  -   ,2,,
,WOOD CHUNKY LOWER CASE LETTERS, £ 1.95 , GHC  39.00 , GHC  65.00 ,6, GHC  390.00 ,,,,,,,,,,,,, GHC  -   ,6,,
,WRAPPED STRAWS,, GHC  6.00 , GHC  12.00 ,4, GHC  48.00 ,,,,,,,,,,,,, GHC  -   ,4,,
,ADORM VACUUM FLASK 500ML CHECK, £ 2.85 , GHC  57.00 , GHC  100.00 ,3, GHC  300.00 ,,,,,,,,,,,,, GHC  -   ,3,,
,ADORN VACUUM FLASK 500ML, £ 2.30 , GHC  46.00 , GHC  100.00 ,3, GHC  300.00 ,,,,,,,,,,,,, GHC  -   ,3,,
,ART BOX ERASERS NOVELTY 8, £ 0.60 , GHC  12.00 , GHC  35.00 ,6, GHC  210.00 ,,,,,,,,,,,,, GHC  -   ,6,,
,ART BOX NOVELTY ERASERS 9 , £ 0.63 , GHC  12.60 , GHC  35.00 ,4, GHC  140.00 ,,,,,,,,,,,,, GHC  -   ,4,,
,BABY PIPKIN FORKS & SPOONS 10PCE, £ 0.63 , GHC  12.60 , GHC  35.00 ,8, GHC  280.00 ,,,,,,,,,,,,, GHC  -   ,8,,
,BEAUFORT SQ UPRIGHT FOOD CONTAINER 2 LTR, £ 0.80 , GHC  16.00 , GHC  30.00 ,3, GHC  90.00 ,,,,,,,,,,,,, GHC  -   ,3,,
,BEAUFORT SQ UPRIGHT FOOD CONTAINER 5 LTR, £ 1.20 , GHC  24.00 , GHC  45.00 ,3, GHC  135.00 ,,,,,,,,,,,,, GHC  -   ,3,,
,CRAZY SILLY STRING, £ 0.73 , GHC  14.60 , GHC  30.00 ,7, GHC  210.00 ,,,,,,,,,,,,, GHC  -   ,7,,
,DIE CAST FREE WHEEL CARS 8PCE, £ 1.38 , GHC  27.60 , GHC  55.00 ,1, GHC  55.00 ,,,,,,,,,,,,, GHC  -   ,1,,
,DOME UMBRELLA CLEAR, £ 1.80 , GHC  36.00 , GHC  75.00 ,4, GHC  300.00 ,,,,,,,,,,,,, GHC  -   ,4,,
,DOUGH SET 5X 140GR, £ 2.20 , GHC  8.80 , GHC  25.00 ,10, GHC  250.00 ,,,,,,,,,,,,, GHC  -   ,10,,
,EDAY KRAFT NESTED BOXES SET OF 10, £ 5.00 , GHC  100.00 ,,, GHC  -   ,,,,,,,,,,,,, GHC  -   ,0,,
,EUROWRAP SILVER OMBRE MEDIUM BAG PK6, £ 0.35 , GHC  7.00 , GHC  20.00 ,6, GHC  120.00 ,,,,,,,,,,,,, GHC  -   ,6,,
,EUROWRAP TISSUE PAPER 6SHTS GREEN, £ 0.35 , GHC  7.00 , GHC  20.00 ,1, GHC  20.00 ,,,,,,,,,,,,, GHC  -   ,1,,
,EUROWRAP TISSUE PAPER 6SHTS PURPLE, £ 0.35 , GHC  7.00 , GHC  20.00 ,1, GHC  20.00 ,,,,,,,,,,,,, GHC  -   ,1,,
,EUROWRAP TISSUE PAPER 6SHTS RED, £ 0.35 , GHC  7.00 , GHC  20.00 ,1, GHC  20.00 ,,,,,,,,,,,,, GHC  -   ,1,,
,EUROWRAP TISSUE PAPER 6SHTS WHITE, £ 0.35 , GHC  7.00 , GHC  20.00 ,1, GHC  20.00 ,,,,,,,,,,,,, GHC  -   ,1,,
,EUROWRAP TISSUE PAPER 6SHTS YELLOW, £ 0.35 , GHC  7.00 , GHC  20.00 ,1, GHC  20.00 ,,,,,,,,,,,,, GHC  -   ,1,,
,EUROWRAP TISSUE PAPER PINK LEOPARD PRINT 5 SHEETS, £ 0.50 , GHC  10.00 , GHC  25.00 ,2, GHC  50.00 ,,,,,,,,,,,,, GHC  -   ,2,,
,FIRST STEPS SOFT TOILET SEAT, £ 2.70 , GHC  54.00 , GHC  100.00 ,4, GHC  400.00 ,,,,,,,,,,,,, GHC  -   ,4,,
,FIRSTSTEPS BABY BLANKET ELEPHANT 75X100, £ 2.55 , GHC  51.00 , GHC  100.00 ,2, GHC  200.00 ,,,,,,,,,,,,, GHC  -   ,2,,
,FRIENDS HANGING PLAQUE 8.5X11CM, £ 0.69 , GHC  13.80 , GHC  25.00 ,11, GHC  275.00 ,,,,,,,,,,,,, GHC  -   ,11,,
,GIFT BAG BLACK GOLD WITH SATIN HANDLE MEDIUM PK6, £ 2.96 , GHC  10.00 , GHC  18.00 ,6, GHC  108.00 ,,,,,,,,,,,,, GHC  -   ,6,,
,GIFT BAG GLITTER MEDIUM PK12, £ 6.12 , GHC  10.20 , GHC  18.00 ,12, GHC  216.00 ,,,,,,,,,,,,, GHC  -   ,12,,
,GIFT BAG GLITTER SMALL PK12, £ 3.78 , GHC  6.30 , GHC  10.00 ,24, GHC  240.00 ,,,,,,,,,,,,, GHC  -   ,24,,
,GIFT BAG WHITE OMBRE MEDIUM PK6, £ 3.15 , GHC  10.60 , GHC  18.00 ,12, GHC  216.00 ,,,,,,,,,,,,, GHC  -   ,12,,
,GIFT BOXES SO CALM SET OF 3, £ 3.50 , GHC  70.00 ,,, GHC  -   ,,,,,,,,,,,,, GHC  -   ,0,,
,GIFT WRAP GOLD AND SILVER 3M, £ 0.69 , GHC  13.80 , GHC  30.00 ,10, GHC  300.00 ,,,,,,,,,,,,, GHC  -   ,10,,
,GIFT WRAP KIDS GENERIC 3M, £ 0.69 , GHC  13.80 , GHC  30.00 ,2, GHC  60.00 ,,,,,,,,,,,,, GHC  -   ,2,,
,GOLF CADDY SET, £ 3.75 , GHC  75.00 , GHC  130.00 ,3, GHC  390.00 ,,,,,,,,,,,,, GHC  -   ,3,,/imgs/shopItems/img_5.png
,HIGHLAND COW PLAQUE FAMILY, £ 3.60 , GHC  79.00 , GHC  140.00 ,3, GHC  420.00 ,,,,,,,,,,,,, GHC  -   ,3,,
,HIGHLAND COW PLAQUE FRIENDS, £ 3.60 , GHC  72.00 , GHC  140.00 ,2, GHC  280.00 ,,,,,,,,,,,,, GHC  -   ,2,,
,HIGHLAND COW PLAQUE HOME, £ 3.60 , GHC  72.00 , GHC  140.00 ,1, GHC  140.00 ,,,,,,,,,,,,, GHC  -   ,1,,
,HOBBY 3PC RATTAN MIDI BASKET, £ 1.79 , GHC  35.80 , GHC  60.00 ,2, GHC  120.00 ,,,,,,,,,,,,, GHC  -   ,2,,
,HOBBY RECT 3LTR MULTI BOX NO0, £ 1.18 , GHC  23.60 , GHC  45.00 ,6, GHC  270.00 ,,,,,,,,,,,,, GHC  -   ,6,,
,KIDS UMBRELLA CAMO DOME, £ 2.75 , GHC  55.00 , GHC  95.00 ,2, GHC  190.00 ,,,,,,,,,,,,, GHC  -   ,2,,
,MANITA PVC APRON BEIGE POLKA DOT, £ 1.25 , GHC  25.00 , GHC  50.00 ,2, GHC  100.00 ,,,,,,,,,,,,, GHC  -   ,2,,
,MANITA PVC APRON GREEN POLKA DOT (SUPER SUNDAY), £ 0.99 , GHC  19.80 , GHC  50.00 ,2, GHC  100.00 ,,,,,,,,,,,,, GHC  -   ,2,,
,PARTY CANNON 80CM, £ 2.39 , GHC  47.80 , GHC  80.00 ,9, GHC  720.00 ,,,,,,,,,,,,, GHC  -   ,9,,
,REVENNA STAINLESS STEEL CUTLERY SET 16PC, £ 2.25 , GHC  45.00 , GHC  120.00 ,6, GHC  720.00 ,,,,,,,,,,,,, GHC  -   ,6,,
,"SOZALI RECTANGULAR FOOD CONTAINER SET 3 PACK (2L, 3L & 4.5L)", £ 3.30 , GHC  66.00 , GHC  130.00 ,3, GHC  390.00 ,,,,,,,,,,,,, GHC  -   ,3,,
,THUMBSUP UPRIGHT LAUNDRY BASKET DARK GREY, £ 5.28 , GHC  105.60 , GHC  250.00 ,1, GHC  250.00 ,,,,,,,,,,,,, GHC  -   ,1,,
,UMBRELLA KIDS CLOUD DOME, £ 2.75 , GHC  55.00 , GHC  95.00 ,2, GHC  190.00 ,,,,,,,,,,,,, GHC  -   ,2,,
,UNIQUE CANDLE DELUXE NUMBER 2, £ 0.37 , GHC  7.40 , GHC  15.00 ,10, GHC  150.00 ,,,,,,,,,,,,, GHC  -   ,10,,
,UNIQUE TABLE COVER RECT BLUE 54X108, £ 0.69 , GHC  13.80 , GHC  35.00 ,2, GHC  70.00 ,,,,,,,,,,,,, GHC  -   ,2,,
,UNIQUE TABLE COVER RECT GOLD 54X108, £ 0.69 , GHC  13.80 , GHC  35.00 ,2, GHC  70.00 ,,,,,,,,,,,,, GHC  -   ,2,,
,UNIQUE TABLE COVER RECT PINK 54X108, £ 0.69 , GHC  13.80 , GHC  35.00 ,1, GHC  35.00 ,,,,,,,,,,,,, GHC  -   ,1,,
,UNIQUE TABLE COVER RECT RED 54X108, £ 0.69 , GHC  13.80 , GHC  35.00 ,2, GHC  70.00 ,,,,,,,,,,,,, GHC  -   ,2,,
,UNIQUE TABLE COVER RECT ROYALBLUE 54X108, £ 0.69 , GHC  13.80 , GHC  35.00 ,2, GHC  70.00 ,,,,,,,,,,,,, GHC  -   ,2,,
,UNIQUE TABLE COVER RECT SILVER 54X108, £ 0.69 , GHC  13.80 , GHC  35.00 ,1, GHC  35.00 ,,,,,,,,,,,,, GHC  -   ,1,,
,UNIQUE TABLE COVER RECT WHITE 54X108, £ 0.69 , GHC  13.80 , GHC  35.00 ,1, GHC  35.00 ,,,,,,,,,,,,, GHC  -   ,1,,
,UNIQUE TABLE COVER RECT ROUND LOVELY PINK 84IN, £ 0.72 , GHC  14.40 , GHC  35.00 ,1, GHC  35.00 ,,,,,,,,,,,,, GHC  -   ,1,,
,WATER BALLOONS PACK 80, £ 0.65 , GHC  13.00 , GHC  30.00 ,3, GHC  90.00 ,,,,,,,,,,,,, GHC  -   ,3,,
,WATER BOMBS, £ 0.60 , GHC  12.00 , GHC  30.00 ,3, GHC  90.00 ,,,,,,,,,,,,, GHC  -   ,3,,
,WHAM CRYSTAL 45LTR CLEAR BOX & LID, £ 3.99 , GHC  79.80 , GHC  140.00 ,4, GHC  560.00 ,,,,,,,,,,,,, GHC  -   ,4,,
,151 TAPE DOUBLE SIDED 10M, £ 0.95 , GHC  19.00 , GHC  25.00 ,3, GHC  75.00 ,,,,,,,,,,,,, GHC  -   ,3,,
,A GEM DOCUMENT WALLETS PK2 2022 D000, £ 0.75 , GHC  15.00 , GHC  25.00 ,3, GHC  75.00 ,,,,,,,,,,,,, GHC  -   ,3,,
,A6 JUMBO SPIRAL NOTEBOOK, £ 0.85 , GHC  17.00 , GHC  25.00 ,6, GHC  150.00 ,,,,,,,,,,,,, GHC  -   ,6,,
,APOLLO LARGE TABLE, £ 16.00 , GHC  320.00 , GHC  520.00 ,3," GHC  1,560.00 ",,,,,,,,,,,,, GHC  -   ,3,,
,APOLLO RECT TV TABLE METAL, £ 10.80 , GHC  216.00 , GHC  400.00 ,1, GHC  400.00 ,,,,,,,,,,,,, GHC  -   ,1,,
,ASHLEY 2PCE KITCHEN SCISSOR SET UP, £ 0.95 , GHC  19.00 , GHC  40.00 ,3, GHC  120.00 ,,,,,,,,,,,,, GHC  -   ,3,,
,BOBBLE HAIR BANDS 8PK, £ 0.85 , GHC  17.00 , GHC  35.00 ,2, GHC  70.00 ,,,,,,,,,,,,, GHC  -   ,2,,
,BOTTLE FLIP TOP FOOTBALL, £ 0.68 , GHC  13.60 , GHC  45.00 ,12, GHC  540.00 ,,,,,,,,,,,,, GHC  -   ,12,,
,EASYNOTE NOTE PAD BLOCK NOTEPAD PK12, £ 6.30 , GHC  10.50 , GHC  20.00 ,12, GHC  240.00 ,,,,,,,,,,,,, GHC  -   ,12,,
,FUNTIME SPINNING POPPING PALS, £ 5.65 , GHC  113.00 , GHC  200.00 ,2, GHC  400.00 ,,,,,,,,,,,,, GHC  -   ,2,,/imgs/shopItems/img_21.png
,GIRL POWER ERASER D000, £ 0.75 , GHC  15.00 , GHC  35.00 ,3, GHC  105.00 ,,,,,,,,,,,,, GHC  -   ,3,,
,HARDBACK NOTEBOOK A5, £ 0.69 , GHC  13.80 , GHC  35.00 ,8, GHC  280.00 ,,,,,,,,,,,,, GHC  -   ,8,,
,HEARTS CROWNS STARS HAIR CLIPS 3PK, £ 0.65 , GHC  13.00 , GHC  25.00 ,6, GHC  150.00 ,,,,,,,,,,,,, GHC  -   ,6,,
,MARKSMAN TAPE MASKING 2PC 48MMX15MM, £ 0.95 , GHC  19.00 , GHC  15.00 ,6, GHC  90.00 ,,,,,,,,,,,,, GHC  -   ,6,,
